algo,noise,delta,num_samples,num_trials,num_nash_mean,num_nash_lower,num_nash_upper,eps_mean,eps_lower,eps_upper
HF,5,0.1,400,2,6.0,6.0,6.0,0.20088437083043342,0.20088437083043342,0.20088437083043342
HF,5,0.1,450,2,6.0,6.0,6.0,0.18939560113145673,0.18939560113145673,0.18939560113145673
HF,5,0.1,500,2,6.0,6.0,6.0,0.17967644351765,0.17967644351765,0.17967644351765
HF,10,0.1,50,2,6.0,6.0,6.0,0.5681868033943702,0.5681868033943702,0.5681868033943702
HF,10,0.1,100,2,6.0,6.0,6.0,0.40176874166086685,0.40176874166086685,0.40176874166086685
HF,10,0.1,150,2,6.0,6.0,6.0,0.3280428038897326,0.3280428038897326,0.3280428038897326
HF,10,0.1,200,2,6.0,6.0,6.0,0.2840934016971851,0.2840934016971851,0.2840934016971851
HF,10,0.1,250,2,6.0,6.0,6.0,0.254100863261624,0.254100863261624,0.254100863261624
HF,10,0.1,300,2,6.0,6.0,6.0,0.2319612911498787,0.2319612911498787,0.2319612911498787
HF,10,0.1,350,2,6.0,6.0,6.0,0.21475442571575057,0.21475442571575057,0.21475442571575057
HF,10,0.1,400,2,6.0,6.0,6.0,0.20088437083043342,0.20088437083043342,0.20088437083043342
HF,10,0.1,450,2,6.0,6.0,6.0,0.18939560113145673,0.18939560113145673,0.18939560113145673
HF,10,0.1,500,2,6.0,6.0,6.0,0.17967644351765,0.17967644351765,0.17967644351765
