 num_nash_upper,algo,delta,eps_lower,eps_mean,eps_upper,noise,num_nash_lower,num_nash_mean,num_nash_upper,num_samples,num_trials
10.0,RC,0.1,0.4238349005799811,1.5221236772514788,2.6204124539229765,2,10.0,10.0,,50,2
160.76825210075302,RC,0.1,-26.590753908476415,3.025522894112952,32.64179969670232,2,-118.76825210075302,21.0,,100,2
10.0,RC,0.1,0.4495806936663057,1.1087105490978462,1.7678404045293865,2,10.0,10.0,,150,2
19.0,RC,0.1,2.111596021477908,2.395001082057254,2.6784061426366,2,19.0,19.0,,200,2
10.0,RC,0.1,-7.518360253257015,0.738111091725479,8.994582436707972,2,10.0,10.0,,250,2
30.706204736432095,RC,0.1,-0.9640647027108487,2.299066858408296,5.562198419527441,2,5.293795263567905,18.0,,300,2
10.0,RC,0.1,-3.7266820344977027,0.606556119391648,4.939794273280999,2,10.0,10.0,,350,2
10.0,RC,0.1,-3.3687352257342233,0.6398040076171643,4.648343240968552,2,10.0,10.0,,400,2
10.0,RC,0.1,-3.4176488364025,0.8213373726424005,5.0603235816873005,2,10.0,10.0,,450,2
10.0,RC,0.1,-2.7858661096659807,0.6224196632031773,4.030705436072336,2,10.0,10.0,,500,2
79.53102368216048,RC,0.1,-6.17793620782847,2.299347544301398,10.776631296431265,5,-47.53102368216048,16.0,,50,2
160.76825210075302,RC,0.1,-19.102179649046676,3.3903707200646522,25.88292108917598,5,-118.76825210075302,21.0,,100,2
71.67792131394444,RC,0.1,-2.797872776570995,2.1510268572291897,7.0999264910293745,5,-42.67792131394443,14.5,,150,2
23.706204736432095,RC,0.1,-7.109782301116095,1.3126173968795984,9.735017094875293,5,-1.7062047364320954,11.0,,200,2
23.706204736432095,RC,0.1,-7.662587022687728,1.3361983082685807,10.33498363922489,5,-1.7062047364320954,11.0,,250,2
71.67792131394444,RC,0.1,-11.030601678645118,1.7328979448261563,14.49639756829743,5,-42.67792131394443,14.5,,300,2
16.85310236821605,RC,0.1,-4.689313339485377,1.3445440807129632,7.378401500911304,5,4.146897631783952,10.5,,350,2
71.67792131394444,RC,0.1,-10.852277199014486,1.4267862165357157,13.705849632085917,5,-42.67792131394443,14.5,,400,2
10.0,RC,0.1,-1.8721650246908523,0.6881273676807403,3.248419760052333,5,10.0,10.0,,450,2
71.67792131394444,RC,0.1,-4.393276110277965,1.7252127299044364,7.8437015700868375,5,-42.67792131394443,14.5,,500,2
37.85310236821605,RC,0.1,0.3744056988535043,5.466372883958352,10.558340069063199,10,25.14689763178395,31.5,,50,2
87.38412605037651,RC,0.1,-3.8504797860123685,2.523232611701595,8.896945009415559,10,-52.38412605037651,17.5,,100,2
29.85310236821605,RC,0.1,-0.8267774812301742,3.177579200277028,7.181935881784231,10,17.14689763178395,23.5,,150,2
60.971716577512325,RC,0.1,-1.7132363262571544,2.351601157803015,6.416438641863184,10,-27.971716577512325,16.5,,200,2
61.26551184108024,RC,0.1,-9.082769025982255,4.827382060510728,18.73753314700371,10,-2.26551184108024,29.5,,250,2
71.67792131394444,RC,0.1,-4.011615234751472,2.026190152524833,8.06399553980114,10,-42.67792131394443,14.5,,300,2
112.79653552324072,RC,0.1,-5.610764638561106,2.6189264678107596,10.848617574182624,10,-77.79653552324072,17.5,,350,2
10.0,RC,0.1,-4.942132570188401,0.9218999272218819,6.785932424632166,10,10.0,10.0,,400,2
10.0,RC,0.1,-2.122049980753767,1.2848860020732897,4.691821984900347,10,10.0,10.0,,450,2
16.85310236821605,RC,0.1,1.0677870884488478,1.6285935537938463,2.1894000191388447,10,4.146897631783952,10.5,,500,2
10.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,2,10.0,10.0,,50,2
10.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,2,10.0,10.0,,100,2
10.0,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,2,10.0,10.0,,150,2
10.0,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,2,10.0,10.0,,200,2
10.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,2,10.0,10.0,,250,2
10.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,2,10.0,10.0,,300,2
