 num_nash_upper,algo,delta,eps_lower,eps_mean,eps_upper,noise,num_nash_lower,num_nash_mean,num_nash_upper,num_samples,num_trials
10.0,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,2,10.0,10.0,,350,2
10.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,2,10.0,10.0,,400,2
10.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,2,10.0,10.0,,450,2
10.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,2,10.0,10.0,,500,2
15.853102368216048,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,5,3.1468976317839523,9.5,,50,2
9.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,5,9.0,9.0,,100,2
15.853102368216048,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,5,3.1468976317839523,9.5,,150,2
15.853102368216048,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,5,3.1468976317839523,9.5,,200,2
9.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,5,9.0,9.0,,250,2
15.853102368216048,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,5,3.1468976317839523,9.5,,300,2
14.853102368216048,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,5,2.1468976317839523,8.5,,350,2
10.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,5,10.0,10.0,,400,2
10.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,5,10.0,10.0,,450,2
10.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,5,10.0,10.0,,500,2
6.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,10,6.0,6.0,,50,2
18.706204736432095,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,10,-6.706204736432095,6.0,,100,2
17.706204736432095,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,10,-7.706204736432095,5.0,,150,2
13.853102368216048,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,10,1.1468976317839523,7.5,,200,2
5.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,10,5.0,5.0,,250,2
6.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,10,6.0,6.0,,300,2
11.853102368216048,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,10,-0.8531023682160477,5.5,,350,2
30.41240947286419,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,10,-20.41240947286419,5.0,,400,2
19.706204736432095,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,10,-5.706204736432095,7.0,,450,2
8.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,10,8.0,8.0,,500,2
