 num_nash_upper,algo,delta,eps_lower,eps_mean,eps_upper,noise,num_nash_lower,num_nash_mean,num_nash_upper,num_samples,num_trials
3.0,RC,0.1,0.7343240492042449,0.7343240492042449,0.7343240492042449,10,3.0,3.0,,100,2
3.0,RC,0.1,0.18074094916341338,0.5195730754682693,0.8584052017731252,10,3.0,3.0,,150,2
37.26551184108024,RC,0.1,-11.198711032194126,0.9992455147806856,13.197202061755497,10,-26.26551184108024,5.5,,200,2
3.0,RC,0.1,-1.1026676232558006,0.3204273072245939,1.7435222377049886,10,3.0,3.0,,250,2
3.0,RC,0.1,-1.0380329844056033,0.3172955208138202,1.6726240260332437,10,3.0,3.0,,300,2
85.23722841859257,RC,0.1,-8.965735754122576,1.4896555718558304,11.945046897834239,10,-67.23722841859257,9.0,,350,2
3.0,RC,0.1,-1.037582543769729,0.48716202460212243,2.0119065929739737,10,3.0,3.0,,400,2
3.0,RC,0.1,0.08210852330772733,0.19505256540934598,0.30799660751096464,10,3.0,3.0,,450,2
3.0,RC,0.1,-0.018899577476195167,0.18439969830671837,0.38769897408963194,10,3.0,3.0,,500,2
3.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,2,3.0,3.0,,50,2
3.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,2,3.0,3.0,,100,2
3.0,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,2,3.0,3.0,,150,2
3.0,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,2,3.0,3.0,,200,2
3.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,2,3.0,3.0,,250,2
3.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,2,3.0,3.0,,300,2
3.0,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,2,3.0,3.0,,350,2
3.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,2,3.0,3.0,,400,2
3.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,2,3.0,3.0,,450,2
3.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,2,3.0,3.0,,500,2
3.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,5,3.0,3.0,,50,2
3.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,5,3.0,3.0,,100,2
3.0,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,5,3.0,3.0,,150,2
3.0,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,5,3.0,3.0,,200,2
3.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,5,3.0,3.0,,250,2
3.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,5,3.0,3.0,,300,2
3.0,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,5,3.0,3.0,,350,2
3.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,5,3.0,3.0,,400,2
3.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,5,3.0,3.0,,450,2
3.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,5,3.0,3.0,,500,2
3.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,10,3.0,3.0,,50,2
3.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,10,3.0,3.0,,100,2
3.0,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,10,3.0,3.0,,150,2
3.0,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,10,3.0,3.0,,200,2
3.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,10,3.0,3.0,,250,2
3.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,10,3.0,3.0,,300,2
3.0,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,10,3.0,3.0,,350,2
3.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,10,3.0,3.0,,400,2
3.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,10,3.0,3.0,,450,2
3.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,10,3.0,3.0,,500,2
