noise,delta,num_samples,num_trials,num_nash_mean,num_nash_lower,num_nash_upper,eps_mean,eps_lower,eps_upper
2,0.1,50,2,5.0,-7.706204736432095,17.706204736432095,3.6737409292756924,-3.81459612371314,11.162077982264524
2,0.1,100,2,6.0,-19.41240947286419,31.41240947286419,3.892373545971928,-5.246308417454035,13.031055509397891
2,0.1,150,2,4.0,4.0,4.0,2.228706519654767,1.5578339609154708,2.8995790783940634
2,0.1,200,2,3.5,-2.8531023682160477,9.853102368216048,2.520979617190623,-7.842514763347337,12.884473997728582
2,0.1,250,2,2.5,-16.55930710464814,21.55930710464814,1.7787022129817571,-4.433479736332405,7.99088416229592
2,0.1,300,2,4.0,4.0,4.0,2.387792624431323,-0.4353832450768156,5.210968493939461
2,0.1,350,2,3.5,-2.8531023682160477,9.853102368216048,1.7283278961406066,0.08290787984454995,3.373747912436663
2,0.1,400,2,2.0,-23.41240947286419,27.41240947286419,1.669885620865054,-5.898344547654612,9.23811578938472
2,0.1,450,2,0.0,0.0,0.0,1.07908722973488,-0.1283637932613737,2.2865382527311335
2,0.1,500,2,3.5,-2.8531023682160477,9.853102368216048,1.906974700262377,-1.9829543741933877,5.7969037747181416
5,0.1,50,2,7.5,-36.971716577512325,51.971716577512325,4.637075918331341,-8.484683886927282,17.758835723589964
5,0.1,100,2,4.0,4.0,4.0,3.1121149282550205,2.118446274535209,4.105783581974832
5,0.1,150,2,6.0,-19.41240947286419,31.41240947286419,3.594987709813892,-11.608598074966121,18.798573494593906
5,0.1,200,2,4.0,4.0,4.0,2.772561806120099,-7.164980209005509,12.710103821245706
5,0.1,250,2,5.0,-7.706204736432095,17.706204736432095,3.437986700919736,-6.1732362512207954,13.049209653060267
5,0.1,300,2,4.5,-1.8531023682160477,10.853102368216048,3.054359427877579,-8.271258770948487,14.379977626703644
5,0.1,350,2,3.0,3.0,3.0,1.737239651894264,0.6792019246430392,2.795277379145489
5,0.1,400,2,3.0,-9.706204736432095,15.706204736432095,2.177510677639346,-7.126763798335192,11.481785153613883
5,0.1,450,2,3.5,-2.8531023682160477,9.853102368216048,1.7410170166380756,0.5798297159529209,2.90220431732323
5,0.1,500,2,3.0,-9.706204736432095,15.706204736432095,1.9262501818645066,-5.385222486723606,9.237722850452618
10,0.1,50,2,12.5,6.146897631783952,18.85310236821605,7.604775423219822,4.386231019615277,10.823319826824367
10,0.1,100,2,10.0,-15.41240947286419,35.41240947286419,5.3018970448865215,-4.072768601286892,14.676562691059935
10,0.1,150,2,6.5,-12.559307104648141,25.55930710464814,4.377279714376887,-7.136777032289943,15.891336461043718
10,0.1,200,2,6.0,-19.41240947286419,31.41240947286419,3.774932370769311,-6.555415204034669,14.10527994557329
10,0.1,250,2,5.0,-7.706204736432095,17.706204736432095,3.399825310238883,-4.108595032022823,10.908245652500588
10,0.1,300,2,4.0,4.0,4.0,2.345498089023244,1.1453883812255328,3.5456077968209554
10,0.1,350,2,4.0,4.0,4.0,2.5862943426234386,-3.881650572533771,9.054239257780647
10,0.1,400,2,4.0,4.0,4.0,3.019013108943819,1.0159750114567503,5.022051206430888
10,0.1,450,2,3.5,-2.8531023682160477,9.853102368216048,2.2138217632762682,-2.980257298032221,7.4079008245847575
10,0.1,500,2,4.0,4.0,4.0,2.2494267020198553,0.1790760808514258,4.319777323188285
