 num_nash_upper,algo,delta,eps_lower,eps_mean,eps_upper,noise,num_nash_lower,num_nash_mean,num_nash_upper,num_samples,num_trials
20.0,RC,0.1,-6.93348000175517,1.1984910295613713,9.330462060877911,2,20.0,20.0,,50,2
20.0,RC,0.1,-1.1504205191676067,0.3743240492042449,1.8990686175760962,2,20.0,20.0,,100,2
20.0,RC,0.1,-6.009234910267036,1.106239742134936,8.221714394536908,2,20.0,20.0,,150,2
20.0,RC,0.1,-3.192615906148943,0.6192455147806856,4.431106935710314,2,20.0,20.0,,200,2
20.0,RC,0.1,-3.1629596568678497,0.49642730722459394,4.155814271317038,2,20.0,20.0,,250,2
20.0,RC,0.1,-1.0874490475580312,0.43729552081382017,1.9620400891856717,2,20.0,20.0,,300,2
20.0,RC,0.1,-9.71330614809817,1.0325127147129736,11.778331577524117,2,20.0,20.0,,350,2
20.0,RC,0.1,-2.6593891595059014,0.5171620246021225,3.6937132087101463,2,20.0,20.0,,400,2
20.0,RC,0.1,-0.33883230005128506,0.7906081209649015,1.920048541981088,2,20.0,20.0,,450,2
20.0,RC,0.1,-7.741469160358564,1.0003996983067185,9.742268556972002,2,20.0,20.0,,500,2
20.0,RC,0.1,1.0384910295613712,1.0384910295613712,1.0384910295613712,5,20.0,20.0,,50,2
88.53102368216048,RC,0.1,-13.861369823971547,1.8943240492042448,17.650017922380037,5,-38.53102368216048,25.0,,100,2
20.0,RC,0.1,1.3995730754682694,1.3995730754682694,1.3995730754682694,5,20.0,20.0,,150,2
137.06204736432096,RC,0.1,-7.652725516535853,0.4792455147806855,8.611216546097225,5,-117.06204736432096,10.0,,200,2
20.0,RC,0.1,-1.011368347472887,0.2084273072245939,1.4282229619220748,5,20.0,20.0,,250,2
88.53102368216048,RC,0.1,-11.781074675256466,1.263962187480487,14.308999050217441,5,-38.53102368216048,25.0,,300,2
20.0,RC,0.1,0.079228035023097,0.3696555718558306,0.6600831086885641,5,20.0,20.0,,350,2
88.53102368216048,RC,0.1,-11.713166806558615,1.2471620246021224,14.20749085576286,5,-38.53102368216048,25.0,,400,2
20.0,RC,0.1,-4.589927317449362,1.0572747876315682,6.704476892712499,5,20.0,20.0,,450,2
20.0,RC,0.1,-0.34549812904202204,0.2643996983067184,0.8742975256554588,5,20.0,20.0,,500,2
20.0,RC,0.1,-2.730998107182332,0.3184910295613712,3.367980166305074,10,20.0,20.0,,50,2
137.06204736432096,RC,0.1,-9.830639739941432,0.33432404920424497,10.499287838349922,10,-117.06204736432096,10.0,,100,2
20.0,RC,0.1,-5.179405198019136,0.9195730754682694,7.0185513489556755,10,20.0,20.0,,150,2
88.53102368216048,RC,0.1,-15.795317021495608,1.7392455147806858,19.273808051056978,10,-38.53102368216048,25.0,,200,2
20.0,RC,0.1,-6.849645896743206,0.6724273072245939,8.194500511192393,10,20.0,20.0,,250,2
20.0,RC,0.1,1.0906288541471536,1.0906288541471536,1.0906288541471536,10,20.0,20.0,,300,2
20.0,RC,0.1,-3.89197124905154,0.6096555718558305,5.111282392763201,10,20.0,20.0,,350,2
