 num_nash_upper,algo,delta,eps_lower,eps_mean,eps_upper,noise,num_nash_lower,num_nash_mean,num_nash_upper,num_samples,num_trials
20.0,RC,0.1,-1.3775825437697293,0.14716202460212244,1.671906592973974,10,20.0,20.0,,400,2
20.0,RC,0.1,-3.7172103256838755,0.4617192320760126,4.6406487898359,10,20.0,20.0,,450,2
20.0,RC,0.1,-1.316344870065133,0.2083996983067184,1.73314426667857,10,20.0,20.0,,500,2
20.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,2,20.0,20.0,,50,2
20.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,2,20.0,20.0,,100,2
20.0,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,2,20.0,20.0,,150,2
20.0,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,2,20.0,20.0,,200,2
20.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,2,20.0,20.0,,250,2
20.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,2,20.0,20.0,,300,2
20.0,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,2,20.0,20.0,,350,2
20.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,2,20.0,20.0,,400,2
20.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,2,20.0,20.0,,450,2
20.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,2,20.0,20.0,,500,2
20.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,5,20.0,20.0,,50,2
20.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,5,20.0,20.0,,100,2
20.0,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,5,20.0,20.0,,150,2
20.0,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,5,20.0,20.0,,200,2
20.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,5,20.0,20.0,,250,2
20.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,5,20.0,20.0,,300,2
20.0,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,5,20.0,20.0,,350,2
20.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,5,20.0,20.0,,400,2
20.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,5,20.0,20.0,,450,2
20.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,5,20.0,20.0,,500,2
20.0,HF,0.1,0.5681868033943702,0.5681868033943702,0.5681868033943702,10,20.0,20.0,,50,2
20.0,HF,0.1,0.40176874166086685,0.40176874166086685,0.40176874166086685,10,20.0,20.0,,100,2
20.0,HF,0.1,0.3280428038897326,0.3280428038897326,0.3280428038897326,10,20.0,20.0,,150,2
20.0,HF,0.1,0.2840934016971851,0.2840934016971851,0.2840934016971851,10,20.0,20.0,,200,2
20.0,HF,0.1,0.254100863261624,0.254100863261624,0.254100863261624,10,20.0,20.0,,250,2
20.0,HF,0.1,0.2319612911498787,0.2319612911498787,0.2319612911498787,10,20.0,20.0,,300,2
20.0,HF,0.1,0.21475442571575057,0.21475442571575057,0.21475442571575057,10,20.0,20.0,,350,2
20.0,HF,0.1,0.20088437083043342,0.20088437083043342,0.20088437083043342,10,20.0,20.0,,400,2
20.0,HF,0.1,0.18939560113145673,0.18939560113145673,0.18939560113145673,10,20.0,20.0,,450,2
20.0,HF,0.1,0.17967644351765,0.17967644351765,0.17967644351765,10,20.0,20.0,,500,2
