algo,noise,delta,num_samples,num_trials,num_nash_mean,num_nash_lower,num_nash_upper,eps_mean,eps_lower,eps_upper
RC,2,0.1,50,2,7.5,-24.26551184108024,39.26551184108024,0.9607122046577181,-0.47141800318891547,2.3928424125043515
RC,2,0.1,100,2,9.5,-22.26551184108024,41.26551184108024,1.0337850917637665,0.5187641003846736,1.5488060831428596
RC,2,0.1,150,2,16.0,-149.18066157361721,181.18066157361721,1.4671653708379915,-11.527425140922169,14.461755882598151
RC,2,0.1,200,2,3.0,3.0,3.0,0.6717878916030032,-1.6144056938167926,2.957981477022799
RC,2,0.1,250,2,4.0,-8.706204736432095,16.706204736432095,0.8545461712447701,-0.5198290908382112,2.228921433327751
RC,2,0.1,300,2,16.0,-149.18066157361721,181.18066157361721,1.4996065964282865,-11.110033364572898,14.10924655742947
RC,2,0.1,350,2,9.5,-73.09033078680861,92.09033078680861,0.993916791698579,-7.4938241981324385,9.481657781529597
RC,2,0.1,400,2,3.0,3.0,3.0,0.6875816092968167,0.4100567424679137,0.9651064761257196
RC,2,0.1,450,2,3.0,3.0,3.0,0.24250746167194373,-0.11832548802702383,0.6033404113709113
RC,2,0.1,500,2,9.5,-73.09033078680861,92.09033078680861,0.9724949594075097,-0.3033617985341476,2.248351717349167
RC,5,0.1,50,2,32.0,32.0,32.0,4.6036856623629046,-6.540736837757436,15.748108162483245
RC,5,0.1,100,2,31.0,18.293795263567905,43.7062047364321,4.253430551203335,-9.655057750844426,18.161918853251095
RC,5,0.1,150,2,22.5,-72.79653552324072,117.79653552324072,1.9502501782494515,-7.323368469849516,11.223868826348419
RC,5,0.1,200,2,9.5,-73.09033078680861,92.09033078680861,1.0158094424839699,-2.3280967927144154,4.359715677682355
RC,5,0.1,250,2,10.0,-53.53102368216048,73.53102368216048,1.0829951524546209,-1.8952499847224682,4.06124028963171
RC,5,0.1,300,2,9.0,-67.23722841859257,85.23722841859257,0.8621179309259894,-2.668550868098719,4.392786729950698
RC,5,0.1,350,2,5.5,-26.26551184108024,37.26551184108024,0.9089266877131389,-0.46176647919346736,2.279619854619745
RC,5,0.1,400,2,3.0,3.0,3.0,0.5142918950060984,-0.6625619622456755,1.6911457522578723
RC,5,0.1,450,2,9.5,-73.09033078680861,92.09033078680861,1.0529898339866457,-3.1465832610295563,5.252562929002847
RC,5,0.1,500,2,11.5,-96.50274025967279,119.50274025967279,1.375358881972886,-6.033638918198955,8.784356682144727
RC,10,0.1,50,2,32.0,32.0,32.0,4.205798836810335,2.9300856027836275,5.481512070837043
RC,10,0.1,100,2,32.0,32.0,32.0,4.806658892220195,1.893075587400134,7.720242197040257
RC,10,0.1,150,2,31.0,18.293795263567905,43.7062047364321,3.6245007095519997,1.8521544206013056,5.396846998502694
RC,10,0.1,200,2,30.5,11.440692895351859,49.55930710464814,3.29386348720781,-1.3993667157502312,7.987093690165851
RC,10,0.1,250,2,27.5,21.14689763178395,33.85310236821605,2.4836648234036014,0.8472428458974295,4.120086800909773
RC,10,0.1,300,2,25.0,-63.94343315502465,113.94343315502465,3.033794408451529,-12.125558955958386,18.193147772861444
RC,10,0.1,350,2,16.0,-22.118614209296283,54.11861420929628,1.4815860917312804,-2.7762245953171307,5.739396778779692
RC,10,0.1,400,2,16.0,16.0,16.0,1.5860246606391375,0.21701043152399846,2.9550388897542765
RC,10,0.1,450,2,23.5,-59.09033078680861,106.09033078680861,2.4508723220392006,-6.9623138737478545,11.864058517826257
RC,10,0.1,500,2,17.5,-1.5593071046481413,36.55930710464814,1.595235764059605,0.8211994052356282,2.369272122883582
HF,2,0.1,50,2,3.0,3.0,3.0,0.5681868033943702,0.5681868033943702,0.5681868033943702
HF,2,0.1,100,2,3.0,3.0,3.0,0.40176874166086685,0.40176874166086685,0.40176874166086685
HF,2,0.1,150,2,3.0,3.0,3.0,0.3280428038897326,0.3280428038897326,0.3280428038897326
HF,2,0.1,200,2,3.0,3.0,3.0,0.2840934016971851,0.2840934016971851,0.2840934016971851
HF,2,0.1,250,2,3.0,3.0,3.0,0.254100863261624,0.254100863261624,0.254100863261624
HF,2,0.1,300,2,3.0,3.0,3.0,0.2319612911498787,0.2319612911498787,0.2319612911498787
HF,2,0.1,350,2,3.0,3.0,3.0,0.21475442571575057,0.21475442571575057,0.21475442571575057
HF,2,0.1,400,2,3.0,3.0,3.0,0.20088437083043342,0.20088437083043342,0.20088437083043342
HF,2,0.1,450,2,3.0,3.0,3.0,0.18939560113145673,0.18939560113145673,0.18939560113145673
HF,2,0.1,500,2,3.0,3.0,3.0,0.17967644351765,0.17967644351765,0.17967644351765
HF,5,0.1,50,2,3.5,-2.8531023682160477,9.853102368216048,0.5681868033943702,0.5681868033943702,0.5681868033943702
HF,5,0.1,100,2,3.0,3.0,3.0,0.40176874166086685,0.40176874166086685,0.40176874166086685
HF,5,0.1,150,2,3.0,3.0,3.0,0.3280428038897326,0.3280428038897326,0.3280428038897326
HF,5,0.1,200,2,3.0,3.0,3.0,0.2840934016971851,0.2840934016971851,0.2840934016971851
HF,5,0.1,250,2,3.0,3.0,3.0,0.254100863261624,0.254100863261624,0.254100863261624
HF,5,0.1,300,2,3.0,3.0,3.0,0.2319612911498787,0.2319612911498787,0.2319612911498787
HF,5,0.1,350,2,3.0,3.0,3.0,0.21475442571575057,0.21475442571575057,0.21475442571575057
HF,5,0.1,400,2,3.0,3.0,3.0,0.20088437083043342,0.20088437083043342,0.20088437083043342
HF,5,0.1,450,2,3.0,3.0,3.0,0.18939560113145673,0.18939560113145673,0.18939560113145673
HF,5,0.1,500,2,3.0,3.0,3.0,0.17967644351765,0.17967644351765,0.17967644351765
HF,10,0.1,50,2,3.5,-2.8531023682160477,9.853102368216048,0.5681868033943702,0.5681868033943702,0.5681868033943702
HF,10,0.1,100,2,3.0,3.0,3.0,0.40176874166086685,0.40176874166086685,0.40176874166086685
HF,10,0.1,150,2,3.0,3.0,3.0,0.3280428038897326,0.3280428038897326,0.3280428038897326
HF,10,0.1,200,2,3.0,3.0,3.0,0.2840934016971851,0.2840934016971851,0.2840934016971851
HF,10,0.1,250,2,3.0,3.0,3.0,0.254100863261624,0.254100863261624,0.254100863261624
HF,10,0.1,300,2,3.0,3.0,3.0,0.2319612911498787,0.2319612911498787,0.2319612911498787
HF,10,0.1,350,2,3.0,3.0,3.0,0.21475442571575057,0.21475442571575057,0.21475442571575057
HF,10,0.1,400,2,3.0,3.0,3.0,0.20088437083043342,0.20088437083043342,0.20088437083043342
HF,10,0.1,450,2,3.0,3.0,3.0,0.18939560113145673,0.18939560113145673,0.18939560113145673
HF,10,0.1,500,2,3.0,3.0,3.0,0.17967644351765,0.17967644351765,0.17967644351765
