,m,eps,time,algo
0,1209600,0.1,14.552442073822021,ps
1,63900,0.1,0.4045450687408447,psp
2,288000,0.1,3.161417007446289,ps
3,63400,0.1,0.3787970542907715,psp
4,2438400,0.1,30.756636142730713,ps
5,197600,0.1,1.3734209537506104,psp
6,57600,0.1,0.5995769500732422,ps
7,41000,0.1,0.31444787979125977,psp
8,595200,0.1,8.355454921722412,ps
9,39000,0.1,0.2493600845336914,psp
10,595200,0.1,8.232644081115723,ps
11,67500,0.1,0.4513590335845947,psp
12,595200,0.1,8.12924313545227,ps
13,72900,0.1,0.4282088279724121,psp
14,134400,0.1,1.2762730121612549,ps
15,115200,0.1,0.7152299880981445,psp
16,57600,0.1,0.5343830585479736,ps
17,41400,0.1,0.2807149887084961,psp
18,288000,0.1,4.167189121246338,ps
19,103500,0.1,0.7367777824401855,psp
20,57600,0.1,0.602463960647583,ps
21,60100,0.1,0.4012899398803711,psp
22,595200,0.1,8.485898971557617,ps
23,113800,0.1,0.9254958629608154,psp
24,134400,0.1,1.454524040222168,ps
25,68000,0.1,0.49835896492004395,psp
26,288000,0.1,4.0055859088897705,ps
27,36900,0.1,0.35932111740112305,psp
28,288000,0.1,4.206151962280273,ps
29,107900,0.1,0.970181941986084,psp
30,134400,0.1,1.7505371570587158,ps
31,43500,0.1,0.3655059337615967,psp
32,288000,0.1,4.307231903076172,ps
33,113700,0.1,0.7192370891571045,psp
34,134400,0.1,1.2464032173156738,ps
35,38600,0.1,0.2489337921142578,psp
36,134400,0.1,1.27846097946167,ps
37,61500,0.1,0.3657059669494629,psp
38,288000,0.1,2.9105000495910645,ps
39,61300,0.1,0.3649179935455322,psp
40,595200,0.1,6.2790210247039795,ps
41,66500,0.1,0.4004039764404297,psp
42,288000,0.1,2.9874229431152344,ps
43,61200,0.1,0.3696470260620117,psp
44,57600,0.1,0.4892289638519287,ps
45,71700,0.1,0.441364049911499,psp
46,134400,0.1,1.249861240386963,ps
47,41700,0.1,0.2764098644256592,psp
48,134400,0.1,1.2782127857208252,ps
49,63700,0.1,0.394258975982666,psp
50,288000,0.1,2.867662191390991,ps
51,37400,0.1,0.22804474830627441,psp
52,1209600,0.1,13.298221111297607,ps
53,66700,0.1,0.4087650775909424,psp
54,57600,0.1,0.480212926864624,ps
55,36600,0.1,0.2158358097076416,psp
56,134400,0.1,1.282106876373291,ps
57,39500,0.1,0.24966096878051758,psp
58,134400,0.1,1.282932996749878,ps
59,60800,0.1,0.38455915451049805,psp
60,134400,0.1,1.3192100524902344,ps
61,42100,0.1,0.2634279727935791,psp
62,595200,0.1,6.856912851333618,ps
63,114500,0.1,0.7863941192626953,psp
64,134400,0.1,1.412950038909912,ps
65,368900,0.1,2.2137436866760254,psp
66,57600,0.1,0.47625303268432617,ps
67,65300,0.1,0.39475011825561523,psp
68,57600,0.1,0.5974268913269043,ps
69,61700,0.1,0.37613415718078613,psp
70,288000,0.1,3.0023460388183594,ps
71,59300,0.1,0.5863277912139893,psp
72,1209600,0.1,14.4232919216156,ps
73,129100,0.1,0.8054409027099609,psp
74,57600,0.1,0.4908161163330078,ps
75,203500,0.1,1.4113421440124512,psp
76,1209600,0.1,15.593807935714722,ps
77,40400,0.1,0.4156968593597412,psp
78,134400,0.1,1.7161540985107422,ps
79,57000,0.1,0.6308021545410156,psp
80,1209600,0.1,16.31779670715332,ps
81,41400,0.1,0.35461926460266113,psp
82,288000,0.1,3.4289391040802,ps
83,38500,0.1,0.2543611526489258,psp
84,134400,0.1,2.2206060886383057,ps
85,64000,0.1,0.3972461223602295,psp
86,595200,0.1,7.259881973266602,ps
87,65700,0.1,0.4441509246826172,psp
88,134400,0.1,1.5883839130401611,ps
89,226500,0.1,2.1536803245544434,psp
90,134400,0.1,1.9174561500549316,ps
91,61300,0.1,0.5775699615478516,psp
92,288000,0.1,3.734787940979004,ps
93,41400,0.1,0.2636220455169678,psp
94,134400,0.1,1.6063249111175537,ps
95,36000,0.1,0.243818998336792,psp
96,595200,0.1,7.406831741333008,ps
97,37900,0.1,0.24308180809020996,psp
98,288000,0.1,3.659119129180908,ps
99,68100,0.1,0.6000638008117676,psp
100,288000,0.1,3.019914150238037,ps
101,35700,0.1,0.22635579109191895,psp
102,288000,0.1,2.9244229793548584,ps
103,64500,0.1,0.3927440643310547,psp
104,134400,0.1,1.2208991050720215,ps
105,63200,0.1,0.3840811252593994,psp
106,134400,0.1,1.2399249076843262,ps
107,102500,0.1,0.604860782623291,psp
108,134400,0.1,1.2763657569885254,ps
109,115000,0.1,0.6848909854888916,psp
110,288000,0.1,3.389831066131592,ps
111,65400,0.1,0.8574810028076172,psp
112,288000,0.1,4.294412136077881,ps
113,59300,0.1,0.4866471290588379,psp
114,1209600,0.1,17.09117889404297,ps
