,alpha,mean,lower,upper
0,0.1,1.0007472527472527,1.0000769072565225,1.001417598237983
1,0.2,1.0066875457875457,1.004061114669872,1.0093139769052195
2,0.30000000000000004,1.0211110722610721,1.0165377629212127,1.0256843816009316
3,0.4,1.0278235291454332,1.0228638321046475,1.0327832261862189
4,0.5,1.0330912109905916,1.0278923816538459,1.0382900403273374
5,0.6000000000000001,1.0294891605679608,1.0251930204770867,1.033785300658835
6,0.7000000000000001,1.0202366376619136,1.0171322241317253,1.023341051192102
7,0.8,1.0092673716735971,1.00739393067293,1.0111408126742643
8,0.9,1.0022455852084362,1.001726644657921,1.0027645257589515
