,alpha,mean,lower,upper
0,0.1,1.002117216117216,1.0005141240524982,1.003720308181934
1,0.2,1.004452503052503,1.0021939951592336,1.0067110109457726
2,0.30000000000000004,1.019083288933289,1.014559222906507,1.023607354960071
3,0.4,1.0322450047286733,1.026551388087669,1.0379386213696775
4,0.5,1.0363755241733956,1.0307903859184702,1.041960662428321
5,0.6000000000000001,1.0306607488584492,1.0259748343858397,1.0353466633310586
6,0.7000000000000001,1.0195817000415714,1.0163606463145358,1.022802753768607
7,0.8,1.0091923289308962,1.0075355789690392,1.010849078892753
8,0.9,1.0017714252009928,1.0012925809477107,1.002250269454275
