,m,eps,time,algo
0,151200,0.1,1.5494320392608643,ps
1,20400,0.1,0.11297488212585449,psp
2,16800,0.1,0.13464689254760742,ps
3,10800,0.1,0.04647493362426758,psp
4,74400,0.1,0.8588988780975342,ps
5,20900,0.1,0.12920403480529785,psp
6,16800,0.1,0.1434650421142578,ps
7,11400,0.1,0.07381200790405273,psp
8,36000,0.1,0.3323991298675537,ps
9,10900,0.1,0.04710698127746582,psp
10,16800,0.1,0.11011505126953125,ps
11,11100,0.1,0.06085395812988281,psp
12,16800,0.1,0.15766501426696777,ps
13,6000,0.1,0.04445481300354004,psp
14,7200,0.1,0.06362199783325195,ps
15,20400,0.1,0.14708805084228516,psp
16,36000,0.1,0.27585697174072266,ps
17,39600,0.1,0.1720118522644043,psp
18,16800,0.1,0.13749217987060547,ps
19,2400,0.1,0.014063835144042969,psp
20,74400,0.1,0.7920708656311035,ps
21,10800,0.1,0.06655502319335938,psp
22,7200,0.1,0.06251287460327148,ps
23,20700,0.1,0.15916776657104492,psp
24,7200,0.1,0.05885195732116699,ps
25,39600,0.1,0.25979089736938477,psp
26,74400,0.1,0.73604416847229,ps
27,12300,0.1,0.0619199275970459,psp
28,16800,0.1,0.11077499389648438,ps
29,23900,0.1,0.10068607330322266,psp
30,36000,0.1,0.27428674697875977,ps
31,79400,0.1,0.38350987434387207,psp
32,16800,0.1,0.10999298095703125,ps
33,7100,0.1,0.028912067413330078,psp
34,16800,0.1,0.11407780647277832,ps
35,20400,0.1,0.07900810241699219,psp
36,16800,0.1,0.12025713920593262,ps
37,11400,0.1,0.045057058334350586,psp
38,16800,0.1,0.12755513191223145,ps
39,20400,0.1,0.08784103393554688,psp
40,16800,0.1,0.13431310653686523,ps
41,39600,0.1,0.1848888397216797,psp
42,16800,0.1,0.11697626113891602,ps
43,10800,0.1,0.06434297561645508,psp
44,36000,0.1,0.28015995025634766,ps
45,11600,0.1,0.046614646911621094,psp
46,74400,0.1,0.6078851222991943,ps
47,39700,0.1,0.1662282943725586,psp
48,151200,0.1,1.298187017440796,ps
49,20500,0.1,0.10812997817993164,psp
50,16800,0.1,0.11415767669677734,ps
51,20900,0.1,0.09634709358215332,psp
52,16800,0.1,0.11845183372497559,ps
53,6000,0.1,0.02227926254272461,psp
54,74400,0.1,0.5283691883087158,ps
55,2400,0.1,0.011408329010009766,psp
56,74400,0.1,0.6209180355072021,ps
57,21900,0.1,0.1063222885131836,psp
58,36000,0.1,0.31554198265075684,ps
59,13400,0.1,0.06381392478942871,psp
60,16800,0.1,0.1285710334777832,ps
61,10800,0.1,0.06583285331726074,psp
62,74400,0.1,0.636929988861084,ps
63,6000,0.1,0.030790090560913086,psp
64,16800,0.1,0.144150972366333,ps
65,6000,0.1,0.030547142028808594,psp
66,16800,0.1,0.12397909164428711,ps
67,20400,0.1,0.1263418197631836,psp
68,74400,0.1,0.7268927097320557,ps
69,10800,0.1,0.045629024505615234,psp
70,16800,0.1,0.13518214225769043,ps
71,10800,0.1,0.044957876205444336,psp
72,74400,0.1,0.5623011589050293,ps
73,20400,0.1,0.11802315711975098,psp
74,74400,0.1,0.6161789894104004,ps
75,6100,0.1,0.025903940200805664,psp
76,36000,0.1,0.2958381175994873,ps
77,20400,0.1,0.100128173828125,psp
78,36000,0.1,0.2978360652923584,ps
79,39600,0.1,0.2905707359313965,psp
80,36000,0.1,0.3258020877838135,ps
81,11000,0.1,0.04977822303771973,psp
82,16800,0.1,0.14260196685791016,ps
83,21900,0.1,0.10681962966918945,psp
84,304800,0.1,3.235429286956787,ps
85,39600,0.1,0.21346306800842285,psp
86,74400,0.1,0.6229372024536133,ps
87,20500,0.1,0.09822678565979004,psp
88,16800,0.1,0.11646914482116699,ps
89,39600,0.1,0.2189807891845703,psp
90,36000,0.1,0.2840089797973633,ps
91,6200,0.1,0.034562110900878906,psp
92,7200,0.1,0.06224989891052246,ps
93,11500,0.1,0.04891395568847656,psp
94,151200,0.1,1.444694995880127,ps
95,6000,0.1,0.029561996459960938,psp
96,151200,0.1,1.3209891319274902,ps
97,6300,0.1,0.030597925186157227,psp
98,36000,0.1,0.29846787452697754,ps
99,39900,0.1,0.1793358325958252,psp
100,36000,0.1,0.28580307960510254,ps
101,21700,0.1,0.0904090404510498,psp
102,16800,0.1,0.11414313316345215,ps
103,11400,0.1,0.06662487983703613,psp
104,36000,0.1,0.3086268901824951,ps
105,78000,0.1,0.3547971248626709,psp
