,m,eps,time,algo,type
2704,19200,0.04,0.15899109840393066,ps,hoeffding
2705,759600,0.04,6.151819944381714,psp,rademacher
2706,19200,0.04,0.1577310562133789,psp,hoeffding
2707,2438400,0.04,38.103355884552,ps,rademacher
2708,19200,0.04,0.16253018379211426,ps,hoeffding
2709,386300,0.04,3.1126909255981445,psp,rademacher
2710,19200,0.04,0.1566920280456543,psp,hoeffding
2711,1209600,0.04,18.506105184555054,ps,rademacher
2712,19200,0.04,0.16290521621704102,ps,hoeffding
2713,413100,0.04,3.341035842895508,psp,rademacher
2714,19200,0.04,0.1573200225830078,psp,hoeffding
2715,595200,0.04,8.88114619255066,ps,rademacher
2716,19200,0.04,0.16484594345092773,ps,hoeffding
2717,425600,0.04,3.42777419090271,psp,rademacher
2718,19200,0.04,0.15705275535583496,psp,hoeffding
2719,595200,0.04,8.81057596206665,ps,rademacher
2720,19200,0.04,0.17245078086853027,ps,hoeffding
2721,391900,0.04,3.2011029720306396,psp,rademacher
2722,19200,0.04,0.16295719146728516,psp,hoeffding
2723,1209600,0.04,18.934927940368652,ps,rademacher
2724,19200,0.04,0.16651535034179688,ps,hoeffding
2725,389200,0.04,3.180939197540283,psp,rademacher
2726,19200,0.04,0.16189074516296387,psp,hoeffding
2727,2438400,0.04,37.93901014328003,ps,rademacher
2728,19200,0.04,0.1573350429534912,ps,hoeffding
2729,210500,0.04,1.753782033920288,psp,rademacher
2730,19200,0.04,0.16541099548339844,psp,hoeffding
2731,2438400,0.04,37.90465307235718,ps,rademacher
2732,19200,0.04,0.164031982421875,ps,hoeffding
2733,758300,0.04,6.138526916503906,psp,rademacher
2734,19200,0.04,0.16428613662719727,psp,hoeffding
2735,1209600,0.04,18.509868144989014,ps,rademacher
2736,19200,0.04,0.16728782653808594,ps,hoeffding
2737,789300,0.04,6.410698175430298,psp,rademacher
2738,19200,0.04,0.15689969062805176,psp,hoeffding
2739,1209600,0.04,18.523765087127686,ps,rademacher
2740,19200,0.04,0.15537405014038086,ps,hoeffding
2741,124400,0.04,1.0399188995361328,psp,rademacher
2742,19200,0.04,0.15964221954345703,psp,hoeffding
2743,595200,0.04,8.805253982543945,ps,rademacher
2744,19200,0.04,0.16492581367492676,ps,hoeffding
2745,850900,0.04,6.8793580532073975,psp,rademacher
2746,19200,0.04,0.16507482528686523,psp,hoeffding
2747,1209600,0.04,18.43372416496277,ps,rademacher
2748,19200,0.04,0.16108012199401855,ps,hoeffding
2749,751500,0.04,6.033795118331909,psp,rademacher
2750,19200,0.04,0.16210389137268066,psp,hoeffding
2751,595200,0.04,8.80125904083252,ps,rademacher
2752,19200,0.04,0.16139698028564453,ps,hoeffding
2753,206700,0.04,1.7091519832611084,psp,rademacher
2754,19200,0.04,0.15587306022644043,psp,hoeffding
2755,595200,0.04,8.809337139129639,ps,rademacher
2756,19200,0.04,0.1603248119354248,ps,hoeffding
2757,204900,0.04,1.6791579723358154,psp,rademacher
2758,19200,0.04,0.154951810836792,psp,hoeffding
2759,1209600,0.04,18.332420110702515,ps,rademacher
2760,19200,0.04,0.15748906135559082,ps,hoeffding
2761,217300,0.04,1.7844188213348389,psp,rademacher
2762,19200,0.04,0.16592693328857422,psp,hoeffding
2763,595200,0.04,8.769678831100464,ps,rademacher
2764,19200,0.04,0.153029203414917,ps,hoeffding
2765,114800,0.04,0.9529149532318115,psp,rademacher
2766,19200,0.04,0.15965795516967773,psp,hoeffding
2767,288000,0.04,3.998070001602173,ps,rademacher
2768,19200,0.04,0.16391301155090332,ps,hoeffding
2769,765400,0.04,6.119313716888428,psp,rademacher
2770,19200,0.04,0.16603803634643555,psp,hoeffding
2771,1209600,0.04,18.40010690689087,ps,rademacher
2772,19200,0.04,0.1656639575958252,ps,hoeffding
2773,745400,0.04,5.954405069351196,psp,rademacher
2774,19200,0.04,0.15735197067260742,psp,hoeffding
2775,2438400,0.04,38.29296517372131,ps,rademacher
2776,19200,0.04,0.1579129695892334,ps,hoeffding
2777,387700,0.04,3.1628689765930176,psp,rademacher
2778,19200,0.04,0.1670699119567871,psp,hoeffding
2779,2438400,0.04,37.92582297325134,ps,rademacher
2780,19200,0.04,0.14751982688903809,ps,hoeffding
2781,403700,0.04,3.293592929840088,psp,rademacher
2782,19200,0.04,0.1673736572265625,psp,hoeffding
2783,1209600,0.04,18.354557037353516,ps,rademacher
2784,19200,0.04,0.16647696495056152,ps,hoeffding
2785,222800,0.04,1.8452651500701904,psp,rademacher
2786,19200,0.04,0.16342687606811523,psp,hoeffding
2787,4896000,0.04,77.23894214630127,ps,rademacher
2788,19200,0.04,0.15735602378845215,ps,hoeffding
2789,383700,0.04,3.1195621490478516,psp,rademacher
2790,19200,0.04,0.1662752628326416,psp,hoeffding
2791,1209600,0.04,18.355804920196533,ps,rademacher
