,m,eps,time,algo
0,99200,0.1,0.6061830520629883,ps
1,17800,0.1,0.07275891304016113,psp
2,9600,0.1,0.05669569969177246,ps
3,7100,0.1,0.026588916778564453,psp
4,22400,0.1,0.10926485061645508,ps
5,12900,0.1,0.03887200355529785,psp
6,48000,0.1,0.24157476425170898,ps
7,8900,0.1,0.0267641544342041,psp
8,48000,0.1,0.2620511054992676,ps
9,17000,0.1,0.05697894096374512,psp
10,22400,0.1,0.10989689826965332,ps
11,17300,0.1,0.05360102653503418,psp
12,9600,0.1,0.040879011154174805,ps
13,6500,0.1,0.02328205108642578,psp
14,48000,0.1,0.24924707412719727,ps
15,6400,0.1,0.020084142684936523,psp
16,201600,0.1,1.2992219924926758,ps
17,9200,0.1,0.02781081199645996,psp
18,99200,0.1,0.5504131317138672,ps
19,16700,0.1,0.05140185356140137,psp
20,99200,0.1,0.5651819705963135,ps
21,31400,0.1,0.11109566688537598,psp
22,99200,0.1,0.5744438171386719,ps
23,10800,0.1,0.04154491424560547,psp
24,201600,0.1,1.2488269805908203,ps
25,9800,0.1,0.0327448844909668,psp
26,48000,0.1,0.3204312324523926,ps
27,7800,0.1,0.03333687782287598,psp
28,99200,0.1,0.5568861961364746,ps
29,6500,0.1,0.021307706832885742,psp
30,48000,0.1,0.31701087951660156,ps
31,6800,0.1,0.021294832229614258,psp
32,99200,0.1,0.6474359035491943,ps
33,31100,0.1,0.09471487998962402,psp
34,22400,0.1,0.11023783683776855,ps
35,6200,0.1,0.019613027572631836,psp
36,22400,0.1,0.1083519458770752,ps
37,17000,0.1,0.057781219482421875,psp
38,201600,0.1,1.2594571113586426,ps
39,7000,0.1,0.02715921401977539,psp
40,22400,0.1,0.1345069408416748,ps
41,11600,0.1,0.034735918045043945,psp
42,99200,0.1,0.5435471534729004,ps
43,9500,0.1,0.028573989868164062,psp
44,22400,0.1,0.10589981079101562,ps
45,6400,0.1,0.019955873489379883,psp
46,99200,0.1,0.6076328754425049,ps
47,5900,0.1,0.02039504051208496,psp
48,22400,0.1,0.13739395141601562,ps
49,32200,0.1,0.10526299476623535,psp
50,9600,0.1,0.03986096382141113,ps
51,6700,0.1,0.025796890258789062,psp
52,9600,0.1,0.047495365142822266,ps
53,16700,0.1,0.07065010070800781,psp
54,48000,0.1,0.2798268795013428,ps
55,7000,0.1,0.023526906967163086,psp
56,201600,0.1,1.1396918296813965,ps
57,10600,0.1,0.04827713966369629,psp
58,48000,0.1,0.25866103172302246,ps
59,7000,0.1,0.02105879783630371,psp
60,99200,0.1,0.5726382732391357,ps
61,7100,0.1,0.022144794464111328,psp
62,99200,0.1,0.5430116653442383,ps
63,9500,0.1,0.031269073486328125,psp
64,48000,0.1,0.2756199836730957,ps
65,17200,0.1,0.052496910095214844,psp
66,99200,0.1,0.5858983993530273,ps
67,6200,0.1,0.028590917587280273,psp
68,9600,0.1,0.07402300834655762,ps
69,6400,0.1,0.028921127319335938,psp
70,9600,0.1,0.07408881187438965,ps
71,10400,0.1,0.06240701675415039,psp
72,48000,0.1,0.4938538074493408,ps
73,7000,0.1,0.0291140079498291,psp
74,48000,0.1,0.39539623260498047,ps
75,5900,0.1,0.03806281089782715,psp
76,48000,0.1,0.48912501335144043,ps
77,6500,0.1,0.03644275665283203,psp
78,201600,0.1,1.8982253074645996,ps
79,11600,0.1,0.07589292526245117,psp
80,9600,0.1,0.0703878402709961,ps
81,17300,0.1,0.08853602409362793,psp
82,22400,0.1,0.1638319492340088,ps
83,17100,0.1,0.10076904296875,psp
84,48000,0.1,0.4339160919189453,ps
85,5900,0.1,0.0642848014831543,psp
86,9600,0.1,0.10207676887512207,ps
87,10600,0.1,0.07521510124206543,psp
88,22400,0.1,0.2439100742340088,ps
89,9600,0.1,0.06642818450927734,psp
90,99200,0.1,0.9714107513427734,ps
91,10100,0.1,0.0605928897857666,psp
92,99200,0.1,0.9917948246002197,ps
93,10100,0.1,0.06670308113098145,psp
94,99200,0.1,1.133146047592163,ps
95,17000,0.1,0.1286170482635498,psp
96,22400,0.1,0.25092315673828125,ps
97,13700,0.1,0.07766413688659668,psp
98,99200,0.1,0.8163621425628662,ps
99,5900,0.1,0.03559589385986328,psp
100,48000,0.1,0.3865790367126465,ps
101,59900,0.1,0.29009509086608887,psp
102,22400,0.1,0.1647491455078125,ps
103,12500,0.1,0.05936312675476074,psp
104,99200,0.1,0.8318431377410889,ps
105,13000,0.1,0.07052206993103027,psp
106,99200,0.1,0.8383421897888184,ps
107,9500,0.1,0.05241084098815918,psp
108,99200,0.1,0.8118360042572021,ps
109,10100,0.1,0.042894840240478516,psp
110,48000,0.1,0.3917722702026367,ps
